Index,Name,BrandName,Category/Subcategory,Price,Info,PhotoAdress
85,Billy,Levis,Męskie/Półbuty ,"183,00",https://cdn.officeshoes.ws/product_images/2020fw/big/231206-1705-60.jpg,"Kod producenta: 231206-1705-60 Marki: Levis Płeć: Męskie Typ: Półbuty Kolor:Czarne Style: Street Materiał: Materiał Syntetyczny Kolekcja: Jesień Zima 2020 Męskie, klasyczne półbuty marki Levi’s to propozycja dla panów, którzy cenią sobie klasyczny wygląd połączony z wysokiej jakości materiałami. Cholewka z delikatnie zaokrąglonym noskiem wykonana została z materiału syntetycznego z dodatkiem stylizowanego na jeans materiału w tylnej części. Zapiętka została dodatkowo wzmocniona przed przetarciami. Na bocznej, czerwonej metce umieszczono logo producenta. Płaska podeszwa podkreśla uniwersalny styl tego obuwia. Półbuty idealnie sprawdzą się jako dopełnienie codziennych oraz casualowych stylizacji. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
86,Billy,Levis,Męskie/Półbuty ,"160,00",https://cdn.officeshoes.ws/product_images/2020fw/big/231206-1705-28.jpg,"Kod producenta: 231206-1705-28 Marki: Levis Płeć: Męskie Typ: Półbuty Kolor:Brązowe Style: Street Materiał: Materiał Syntetyczny Kolekcja: Jesień Zima 2020 Męskie, klasyczne półbuty marki Levi’s to propozycja dla panów, którzy cenią sobie klasyczny wygląd połączony z wysokiej jakości materiałami. Cholewka z delikatnie zaokrąglonym noskiem wykonana została z materiału syntetycznego z dodatkiem stylizowanego na jeans materiału w tylnej części. Zapiętka została dodatkowo wzmocniona przed przetarciami. Na bocznej, czerwonej metce umieszczono logo producenta. Płaska podeszwa podkreśla uniwersalny styl tego obuwia. Półbuty idealnie sprawdzą się jako dopełnienie codziennych oraz casualowych stylizacji. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
87,Billy,Levis,Męskie/Półbuty ,"160,00",https://cdn.officeshoes.ws/product_images/2020fw/big/231206-1705-28.jpg,"Kod producenta: 231206-1705-28 Marki: Levis Płeć: Męskie Typ: Półbuty Kolor:Brązowe Style: Street Materiał: Materiał Syntetyczny Kolekcja: Jesień Zima 2020 Męskie, klasyczne półbuty marki Levi’s to propozycja dla panów, którzy cenią sobie klasyczny wygląd połączony z wysokiej jakości materiałami. Cholewka z delikatnie zaokrąglonym noskiem wykonana została z materiału syntetycznego z dodatkiem stylizowanego na jeans materiału w tylnej części. Zapiętka została dodatkowo wzmocniona przed przetarciami. Na bocznej, czerwonej metce umieszczono logo producenta. Płaska podeszwa podkreśla uniwersalny styl tego obuwia. Półbuty idealnie sprawdzą się jako dopełnienie codziennych oraz casualowych stylizacji. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
88,Chunky Dress Chelsea 3a,Tommy Hilfiger,Męskie/Wysokie Buty ,"566,00",https://cdn.officeshoes.ws/product_images/2020fw/big/fm0-3051-bds.jpg,"Kod producenta: FM0-3051-BDS Marki: Tommy Hilfiger Płeć: Męskie Typ: Wysokie Buty Kolor:Czarne Style: Botki Materiał: Skóra Kolekcja: Jesień Zima 2020 Damskie botki na wysokiej podeszwie marki Tommy Hilfiger to połączenie materiałów najwyższej jakości i oryginalnego designu. Cholewka została wykonana z naturalnej skóry licowej z dodatkiem elastycznego materiału ułatwiającego wzuwanie obuwia. W tylnej części cholewki umieszczono skórzaną wstawkę w brandowych barwach. Wnętrze zostało wykończone w całości materiałem tekstylnym. Podwyższona podeszwa wykonana jest z tworzywa o podwyższonej odporności na starcia i naprężenia. Zastosowanie głębokiego żłobienia bieżnika gwarantuje odpowiednią przyczepność do każdego rodzaju podłoża. Botki będą idealnym dodatkiem do każdej stylizacji jesienno – zimowej. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
89,Chunky Dress Chelsea 3a,Tommy Hilfiger,Męskie/Wysokie Buty ,"566,00",https://cdn.officeshoes.ws/product_images/2020fw/big/fm0-3051-bds.jpg,"Kod producenta: FM0-3051-BDS Marki: Tommy Hilfiger Płeć: Męskie Typ: Wysokie Buty Kolor:Czarne Style: Botki Materiał: Skóra Kolekcja: Jesień Zima 2020 Damskie botki na wysokiej podeszwie marki Tommy Hilfiger to połączenie materiałów najwyższej jakości i oryginalnego designu. Cholewka została wykonana z naturalnej skóry licowej z dodatkiem elastycznego materiału ułatwiającego wzuwanie obuwia. W tylnej części cholewki umieszczono skórzaną wstawkę w brandowych barwach. Wnętrze zostało wykończone w całości materiałem tekstylnym. Podwyższona podeszwa wykonana jest z tworzywa o podwyższonej odporności na starcia i naprężenia. Zastosowanie głębokiego żłobienia bieżnika gwarantuje odpowiednią przyczepność do każdego rodzaju podłoża. Botki będą idealnym dodatkiem do każdej stylizacji jesienno – zimowej. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
90,Dino 20a,Tommy Hilfiger,Męskie/Półbuty ,"431,00",https://cdn.officeshoes.ws/product_images/2020fw/big/fm0-2984-bds.jpg,"Kod producenta: FM0-2984-BDS Marki: Tommy Hilfiger Płeć: Męskie Typ: Półbuty Kolor:Czarne Style: Buty Za Kostkę Materiał: Skóra Kolekcja: Jesień Zima 2020 Męskie sneakersy za kostkę od Tommy Hilfiger w kolorze czarnym. Skórzana cholewka wykonana z najwyższej jakości skóry naturalnej. Model ten pojawiał się w różnych odsłonach przez kilka sezonów i zyskał dobre opinie zadowolonych klientów. Ta nowa odsłona modelu Dino charakteryzuje się głównie delikatnym i lekkim wyglądem bez zbędnych dodatków, a jedynie z niewielkimi wstawkami podkreślającymi logo producenta. W części pięty znajduje się podpis, zamiast standardowego logotypu. Wnętrze wykonane z materiału tekstylnego gwarantuje wygodę i komfort użytkowania. Model ze względu na swój ponadczasowy i uniwersalny design będzie doskonałym podkreśleniem stylizacji nie tylko w sezonie jesień-zima, ale przez cały rok. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
91,Dino 20a,Tommy Hilfiger,Męskie/Półbuty ,"431,00",https://cdn.officeshoes.ws/product_images/2020fw/big/fm0-2984-bds.jpg,"Kod producenta: FM0-2984-BDS Marki: Tommy Hilfiger Płeć: Męskie Typ: Półbuty Kolor:Czarne Style: Buty Za Kostkę Materiał: Skóra Kolekcja: Jesień Zima 2020 Męskie sneakersy za kostkę od Tommy Hilfiger w kolorze czarnym. Skórzana cholewka wykonana z najwyższej jakości skóry naturalnej. Model ten pojawiał się w różnych odsłonach przez kilka sezonów i zyskał dobre opinie zadowolonych klientów. Ta nowa odsłona modelu Dino charakteryzuje się głównie delikatnym i lekkim wyglądem bez zbędnych dodatków, a jedynie z niewielkimi wstawkami podkreślającymi logo producenta. W części pięty znajduje się podpis, zamiast standardowego logotypu. Wnętrze wykonane z materiału tekstylnego gwarantuje wygodę i komfort użytkowania. Model ze względu na swój ponadczasowy i uniwersalny design będzie doskonałym podkreśleniem stylizacji nie tylko w sezonie jesień-zima, ale przez cały rok. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
92,Jonny 5a1,Tommy Hilfiger,Męskie/Buty Zimowe ,"543,00",https://cdn.officeshoes.ws/product_images/2020fw/big/em0-0540-kbt.jpg,"Kod producenta: EM0-0540-KBT Marki: Tommy Hilfiger Płeć: Męskie Typ: Buty Zimowe Kolor:Brązowe Style: Buty Zimowe Materiał: Skóra Kolekcja: Jesień Zima 2020 Wygodne markowe buty męskie  Oryginalny design  Wykonane z dbałością o detale  Miejski styl w najlepszym wydaniu Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
93,Jonny 5a1,Tommy Hilfiger,Męskie/Buty Zimowe ,"543,00",https://cdn.officeshoes.ws/product_images/2020fw/big/em0-0540-kbt.jpg,"Kod producenta: EM0-0540-KBT Marki: Tommy Hilfiger Płeć: Męskie Typ: Buty Zimowe Kolor:Brązowe Style: Buty Zimowe Materiał: Skóra Kolekcja: Jesień Zima 2020 Wygodne markowe buty męskie  Oryginalny design  Wykonane z dbałością o detale  Miejski styl w najlepszym wydaniu Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
94,Peu Touring,Camper,Męskie/Półbuty ,"377,00",https://cdn.officeshoes.ws/product_images/2020fw/big/k300305-003.jpg,"Kod producenta: K300305-003 Marki: Camper Płeć: Męskie Typ: Półbuty Kolor:Czarne Style: Buty Za Kostkę Materiał: Skóra Kolekcja: Jesień Zima 2020 Skórzane półbuty za kostkę marki Camper. Męskie obuwie dla osób ceniących sobie w głównej mierze komfort. Jedne z najwygodniejszych butów w klasycznym stylu wykonane z wysokiej jakości skóry naturalnej. Wygodę gwarantuje specjalnie profilowany kształt podeszwy. Wszelkie łączenia materiałów wykonane są z najwyższą starannością przez co buty idealnie sprawdzą się na wiele sezonów. Elastyczne sznurowadła na pewno ułatwią zakładanie butów. Wyróżniający się kolor podeszwy nadaje przełamania dla klasycznego wyglądu, a przy tym nie ujmuje jego uniwersalności. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
95,Peu Touring,Camper,Męskie/Półbuty ,"377,00",https://cdn.officeshoes.ws/product_images/2020fw/big/k300305-003.jpg,"Kod producenta: K300305-003 Marki: Camper Płeć: Męskie Typ: Półbuty Kolor:Czarne Style: Buty Za Kostkę Materiał: Skóra Kolekcja: Jesień Zima 2020 Skórzane półbuty za kostkę marki Camper. Męskie obuwie dla osób ceniących sobie w głównej mierze komfort. Jedne z najwygodniejszych butów w klasycznym stylu wykonane z wysokiej jakości skóry naturalnej. Wygodę gwarantuje specjalnie profilowany kształt podeszwy. Wszelkie łączenia materiałów wykonane są z najwyższą starannością przez co buty idealnie sprawdzą się na wiele sezonów. Elastyczne sznurowadła na pewno ułatwią zakładanie butów. Wyróżniający się kolor podeszwy nadaje przełamania dla klasycznego wyglądu, a przy tym nie ujmuje jego uniwersalności. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
96,Formiga,Camper,Męskie/Półbuty ,"461,00",https://cdn.officeshoes.ws/product_images/2020fw/big/k300281-005.jpg,"Kod producenta: K300281-005 Marki: Camper Płeć: Męskie Typ: Półbuty Kolor:Czarne Style: Buty Za Kostkę Materiał: Skóra Kolekcja: Jesień Zima 2020 Jedne z najwygodniejszych butów w opinii klientów. Połączenie naturalnej skóry, niepowtarzanego designu i niesamowitego komfortu może zapewnić jedynie marka Camper. Cholewka wykonana z naturalnej skóry licowej o wysokości 11 cm , gwarantuje odpowiednie zabezpieczenie kostki podczas zimowej aury. Wnętrze wyściełane zostało materiałem tekstylnym, a podeszwa wykonana została przy użyciu pianki EVA, co gwarantuje lekkość, a przy tym trwałość, odporność na mróz oraz uszkodzenia. Kształt cholewki i wyprofilowana podeszwa gwarantuje, że nasza stopa będzie idealnie ułożona podczas użytkowania tego obuwia, a to wpłynie na naszą postawę i zdrowie kręgosłupa. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
97,Formiga,Camper,Męskie/Półbuty ,"461,00",https://cdn.officeshoes.ws/product_images/2020fw/big/k300281-005.jpg,"Kod producenta: K300281-005 Marki: Camper Płeć: Męskie Typ: Półbuty Kolor:Czarne Style: Buty Za Kostkę Materiał: Skóra Kolekcja: Jesień Zima 2020 Jedne z najwygodniejszych butów w opinii klientów. Połączenie naturalnej skóry, niepowtarzanego designu i niesamowitego komfortu może zapewnić jedynie marka Camper. Cholewka wykonana z naturalnej skóry licowej o wysokości 11 cm , gwarantuje odpowiednie zabezpieczenie kostki podczas zimowej aury. Wnętrze wyściełane zostało materiałem tekstylnym, a podeszwa wykonana została przy użyciu pianki EVA, co gwarantuje lekkość, a przy tym trwałość, odporność na mróz oraz uszkodzenia. Kształt cholewki i wyprofilowana podeszwa gwarantuje, że nasza stopa będzie idealnie ułożona podczas użytkowania tego obuwia, a to wpłynie na naszą postawę i zdrowie kręgosłupa. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
98,Formiga,Camper,Męskie/Półbuty ,"431,00",https://cdn.officeshoes.ws/product_images/2020fw/big/k100526-007.jpg,"Kod producenta: K100526-007 Marki: Camper Płeć: Męskie Typ: Półbuty Kolor:Czarne Style: Street Materiał: Skóra Kolekcja: Jesień Zima 2020 Jedne z najwygodniejszych butów w opinii klientów. Połączenie naturalnej skóry, niepowtarzanego designu i niesamowitego komfortu może zapewnić jedynie marka Camper. Cholewka wykonana z naturalnej skóry licowej o wysokości 11 cm , gwarantuje odpowiednie zabezpieczenie kostki podczas zimowej aury. Wnętrze wyściełane zostało materiałem tekstylnym, a podeszwa wykonana została przy użyciu pianki EVA, co gwarantuje lekkość, a przy tym trwałość, odporność na mróz oraz uszkodzenia. Kształt cholewki i wyprofilowana podeszwa gwarantuje, że nasza stopa będzie idealnie ułożona podczas użytkowania tego obuwia, a to wpłynie na naszą postawę i zdrowie kręgosłupa. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
99,Formiga,Camper,Męskie/Półbuty ,"431,00",https://cdn.officeshoes.ws/product_images/2020fw/big/k100526-007.jpg,"Kod producenta: K100526-007 Marki: Camper Płeć: Męskie Typ: Półbuty Kolor:Czarne Style: Street Materiał: Skóra Kolekcja: Jesień Zima 2020 Jedne z najwygodniejszych butów w opinii klientów. Połączenie naturalnej skóry, niepowtarzanego designu i niesamowitego komfortu może zapewnić jedynie marka Camper. Cholewka wykonana z naturalnej skóry licowej o wysokości 11 cm , gwarantuje odpowiednie zabezpieczenie kostki podczas zimowej aury. Wnętrze wyściełane zostało materiałem tekstylnym, a podeszwa wykonana została przy użyciu pianki EVA, co gwarantuje lekkość, a przy tym trwałość, odporność na mróz oraz uszkodzenia. Kształt cholewki i wyprofilowana podeszwa gwarantuje, że nasza stopa będzie idealnie ułożona podczas użytkowania tego obuwia, a to wpłynie na naszą postawę i zdrowie kręgosłupa. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
100,Dyna - Air - Blyce,Skechers,Męskie/Półbuty ,"179,00",https://cdn.officeshoes.ws/product_images/2020fw/big/52558-bkgy.jpg,"Kod producenta: 52558-BKGY Marki: Skechers Płeć: Męskie Typ: Półbuty Kolor:Czarne Style: Street Materiał: Materiał Syntetyczny Kolekcja: Jesień Zima 2020 Tekstylne sneakersy męskie w oryginalnym designie. Cholewka wykonana została z pokrytego siatką materiału tekstylnego w czarno-białym gradiencie. Technologie i wysokogatunkowe materiały zastosowane w obuwiu sprawiają, że buty są lekkie, wygodne i elastyczne, a przy tym niesamowicie trwałe. Podeszwa wykonana została z tworzywa sztucznego z zastosowaniem technologii Skech-Air, która polega na zastosowaniu amortyzacji powietrznej. Wkładka wykonana z użyciem pianki Memory Foam, która dopasowuje się do kształtu stopy i nie odkształca się. Air-Cooled zapobiega nagromadzeniu wilgoci i zapewnia odpowiednia cyrkulację powietrza wewnątrz buta. Obuwie będzie idealnym dopełnieniem codziennych stylizacji. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
101,Dyna - Air - Blyce,Skechers,Męskie/Półbuty ,"179,00",https://cdn.officeshoes.ws/product_images/2020fw/big/52558-bkgy.jpg,"Kod producenta: 52558-BKGY Marki: Skechers Płeć: Męskie Typ: Półbuty Kolor:Czarne Style: Street Materiał: Materiał Syntetyczny Kolekcja: Jesień Zima 2020 Tekstylne sneakersy męskie w oryginalnym designie. Cholewka wykonana została z pokrytego siatką materiału tekstylnego w czarno-białym gradiencie. Technologie i wysokogatunkowe materiały zastosowane w obuwiu sprawiają, że buty są lekkie, wygodne i elastyczne, a przy tym niesamowicie trwałe. Podeszwa wykonana została z tworzywa sztucznego z zastosowaniem technologii Skech-Air, która polega na zastosowaniu amortyzacji powietrznej. Wkładka wykonana z użyciem pianki Memory Foam, która dopasowuje się do kształtu stopy i nie odkształca się. Air-Cooled zapobiega nagromadzeniu wilgoci i zapewnia odpowiednia cyrkulację powietrza wewnątrz buta. Obuwie będzie idealnym dopełnieniem codziennych stylizacji. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
102,Cogswell,Levis,Męskie/Półbuty ,"215,00",https://cdn.officeshoes.ws/product_images/2020fw/big/232324-794-28.jpg,"Kod producenta: 232324-794-28 Marki: Levis Płeć: Męskie Typ: Półbuty Kolor:Brązowe Style: Street Materiał: Skóra Syntetyczna Kolekcja: Jesień Zima 2020 Półbuty męskie od marki Levi’s to wysokiej jakości obuwie wykonane w całości z jednolitej skóry syntetycznej. Zaokrąglony czubek cholewki sprawa, że obuwie idealnie sprawdzi się w codziennych stylizacjach. Wykorzystane do produkcji podeszwy wysokiej jakości materiały gwarantują, że obuwie poza komfortem użytkowania będzie również trwałe. Delikatne logo umieszczone na czerwonej metce nie rzuca się w oczy, a jedynie gustownie podkreśla producenta. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
103,Cogswell,Levis,Męskie/Półbuty ,"215,00",https://cdn.officeshoes.ws/product_images/2020fw/big/232324-794-28.jpg,"Kod producenta: 232324-794-28 Marki: Levis Płeć: Męskie Typ: Półbuty Kolor:Brązowe Style: Street Materiał: Skóra Syntetyczna Kolekcja: Jesień Zima 2020 Półbuty męskie od marki Levi’s to wysokiej jakości obuwie wykonane w całości z jednolitej skóry syntetycznej. Zaokrąglony czubek cholewki sprawa, że obuwie idealnie sprawdzi się w codziennych stylizacjach. Wykorzystane do produkcji podeszwy wysokiej jakości materiały gwarantują, że obuwie poza komfortem użytkowania będzie również trwałe. Delikatne logo umieszczone na czerwonej metce nie rzuca się w oczy, a jedynie gustownie podkreśla producenta. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
104,Cogswell,Levis,Męskie/Półbuty ,"215,00",https://cdn.officeshoes.ws/product_images/2020fw/big/232324-794-17.jpg,"Kod producenta: 232324-794-17 Marki: Levis Płeć: Męskie Typ: Półbuty Kolor:Niebieskie Style: Street Materiał: Skóra Syntetyczna Kolekcja: Jesień Zima 2020 Półbuty męskie od marki Levi’s to wysokiej jakości obuwie wykonane w całości z jednolitej skóry syntetycznej. Zaokrąglony czubek cholewki sprawa, że obuwie idealnie sprawdzi się w codziennych stylizacjach. Wykorzystane do produkcji podeszwy wysokiej jakości materiały gwarantują, że obuwie poza komfortem użytkowania będzie również trwałe. Delikatne logo umieszczone na czerwonej metce nie rzuca się w oczy, a jedynie gustownie podkreśla producenta. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
105,Cogswell,Levis,Męskie/Półbuty ,"215,00",https://cdn.officeshoes.ws/product_images/2020fw/big/232324-794-17.jpg,"Kod producenta: 232324-794-17 Marki: Levis Płeć: Męskie Typ: Półbuty Kolor:Niebieskie Style: Street Materiał: Skóra Syntetyczna Kolekcja: Jesień Zima 2020 Półbuty męskie od marki Levi’s to wysokiej jakości obuwie wykonane w całości z jednolitej skóry syntetycznej. Zaokrąglony czubek cholewki sprawa, że obuwie idealnie sprawdzi się w codziennych stylizacjach. Wykorzystane do produkcji podeszwy wysokiej jakości materiały gwarantują, że obuwie poza komfortem użytkowania będzie również trwałe. Delikatne logo umieszczone na czerwonej metce nie rzuca się w oczy, a jedynie gustownie podkreśla producenta. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
106,Jax Plus,Levis,Męskie/Buty Zimowe ,"299,00",https://cdn.officeshoes.ws/product_images/2020fw/big/232198-1700-60.jpg,"Kod producenta: 232198-1700-60 Marki: Levis Płeć: Męskie Typ: Buty Zimowe Kolor:Czarne Style: Buty Zimowe Materiał: Skóra Kolekcja: Jesień Zima 2020 Propozycja Levi’s dla panów na sezon jesienno-zimowy. Wysoka cholewka buta wykonana jest z połączenia elementów skóry zamszowej i licowej. Nieocieplany model idealnie sprawdzi się podczas codziennych stylizacji. Nosek cholewki ma zaokrąglony kształt, a dodatkowo został też usztywniony, co zapobiega zaginaniu się podczas chodzenia. Usztywniona została także zapiętka. Wnętrze buta wykonane jest z materiału tekstylnego. Świetnie sprawdzą się w stylizacjach casual. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
107,Jax Plus,Levis,Męskie/Buty Zimowe ,"299,00",https://cdn.officeshoes.ws/product_images/2020fw/big/232198-1700-60.jpg,"Kod producenta: 232198-1700-60 Marki: Levis Płeć: Męskie Typ: Buty Zimowe Kolor:Czarne Style: Buty Zimowe Materiał: Skóra Kolekcja: Jesień Zima 2020 Propozycja Levi’s dla panów na sezon jesienno-zimowy. Wysoka cholewka buta wykonana jest z połączenia elementów skóry zamszowej i licowej. Nieocieplany model idealnie sprawdzi się podczas codziennych stylizacji. Nosek cholewki ma zaokrąglony kształt, a dodatkowo został też usztywniony, co zapobiega zaginaniu się podczas chodzenia. Usztywniona została także zapiętka. Wnętrze buta wykonane jest z materiału tekstylnego. Świetnie sprawdzą się w stylizacjach casual. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
108,Jax Plus,Levis,Męskie/Buty Zimowe ,"299,00",https://cdn.officeshoes.ws/product_images/2020fw/big/232198-1700-29.jpg,"Kod producenta: 232198-1700-29 Marki: Levis Płeć: Męskie Typ: Buty Zimowe Kolor:Brązowe Style: Buty Zimowe Materiał: Skóra Kolekcja: Jesień Zima 2020 Propozycja Levi’s dla panów na sezon jesienno-zimowy. Wysoka cholewka buta wykonana jest z połączenia elementów skóry zamszowej i licowej. Nieocieplany model idealnie sprawdzi się podczas codziennych stylizacji. Nosek cholewki ma zaokrąglony kształt, a dodatkowo został też usztywniony, co zapobiega zaginaniu się podczas chodzenia. Usztywniona została także zapiętka. Wnętrze buta wykonane jest z materiału tekstylnego. Świetnie sprawdzą się w stylizacjach casual. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
109,Jax Plus,Levis,Męskie/Buty Zimowe ,"299,00",https://cdn.officeshoes.ws/product_images/2020fw/big/232198-1700-29.jpg,"Kod producenta: 232198-1700-29 Marki: Levis Płeć: Męskie Typ: Buty Zimowe Kolor:Brązowe Style: Buty Zimowe Materiał: Skóra Kolekcja: Jesień Zima 2020 Propozycja Levi’s dla panów na sezon jesienno-zimowy. Wysoka cholewka buta wykonana jest z połączenia elementów skóry zamszowej i licowej. Nieocieplany model idealnie sprawdzi się podczas codziennych stylizacji. Nosek cholewki ma zaokrąglony kształt, a dodatkowo został też usztywniony, co zapobiega zaginaniu się podczas chodzenia. Usztywniona została także zapiętka. Wnętrze buta wykonane jest z materiału tekstylnego. Świetnie sprawdzą się w stylizacjach casual. Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
110,Garold,Gant,Męskie/Półbuty ,"269,00",https://cdn.officeshoes.ws/product_images/2020fw/big/21639848-g882.jpg,"Kod producenta: 21639848-G882 Marki: Gant Płeć: Męskie Typ: Półbuty Kolor:Szare Style: Street Materiał: Materiał Tekstylny Kolekcja: Jesień Zima 2020 Wygodne markowe buty męskie  Oryginalny design  Wykonane z dbałością o detale  Miejski styl w najlepszym wydaniu Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
111,Garold,Gant,Męskie/Półbuty ,"269,00",https://cdn.officeshoes.ws/product_images/2020fw/big/21639848-g882.jpg,"Kod producenta: 21639848-G882 Marki: Gant Płeć: Męskie Typ: Półbuty Kolor:Szare Style: Street Materiał: Materiał Tekstylny Kolekcja: Jesień Zima 2020 Wygodne markowe buty męskie  Oryginalny design  Wykonane z dbałością o detale  Miejski styl w najlepszym wydaniu Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
112,Beaver,Napapijri,Męskie/Półbuty ,"343,00",https://cdn.officeshoes.ws/product_images/2020fw/big/na4f2h-z28.jpg,"Kod producenta: NA4F2H-Z28 Marki: Napapijri Płeć: Męskie Typ: Półbuty Kolor:Beżowe Style: Street Materiał: Materiał Syntetyczny Kolekcja: Jesień Zima 2020 Wygodne markowe buty męskie  Oryginalny design  Wykonane z dbałością o detale  Miejski styl w najlepszym wydaniu Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
113,Beaver,Napapijri,Męskie/Półbuty ,"343,00",https://cdn.officeshoes.ws/product_images/2020fw/big/na4f2h-z28.jpg,"Kod producenta: NA4F2H-Z28 Marki: Napapijri Płeć: Męskie Typ: Półbuty Kolor:Beżowe Style: Street Materiał: Materiał Syntetyczny Kolekcja: Jesień Zima 2020 Wygodne markowe buty męskie  Oryginalny design  Wykonane z dbałością o detale  Miejski styl w najlepszym wydaniu Prosimy sprawdzić regulamin i warunki przed złożeniem zamówienia Jeżeli znajdziesz błąd w opisie lub charakterystyce butów, proszę pomóż nam poprawić opis i wyślij do nas maila "
